Passengerid,Age,Fare,Sex,sibsp,Parch,Pclass,Embarked,Survived,Survived_label,Sex_label
428,19.0,26.0,1,0,0,2,2.0,1,Survived,Female
429,28.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
430,32.0,8.05,0,0,0,3,2.0,1,Survived,Male
431,28.0,26.55,0,0,0,1,2.0,1,Survived,Male
432,28.0,16.1,1,1,0,3,2.0,1,Survived,Female
433,42.0,26.0,1,1,0,2,2.0,1,Survived,Female
434,17.0,7.125,0,0,0,3,2.0,0,Not Survived,Male
435,50.0,55.9,0,1,0,1,2.0,0,Not Survived,Male
436,14.0,120.0,1,1,2,1,2.0,1,Survived,Female
437,21.0,34.375,1,2,2,3,2.0,0,Not Survived,Female
438,24.0,18.75,1,2,3,2,2.0,1,Survived,Female
439,64.0,263.0,0,1,4,1,2.0,0,Not Survived,Male
440,31.0,10.5,0,0,0,2,2.0,0,Not Survived,Male
441,45.0,26.25,1,1,1,2,2.0,1,Survived,Female
442,20.0,9.5,0,0,0,3,2.0,0,Not Survived,Male
443,25.0,7.775,0,1,0,3,2.0,0,Not Survived,Male
444,28.0,13.0,1,0,0,2,2.0,1,Survived,Female
445,28.0,8.1125,0,0,0,3,2.0,1,Survived,Male
446,4.0,81.8583,0,0,2,1,2.0,1,Survived,Male
447,13.0,19.5,1,0,1,2,2.0,1,Survived,Female
448,34.0,26.55,0,0,0,1,2.0,1,Survived,Male
449,5.0,19.2583,1,2,1,3,0.0,1,Survived,Female
450,52.0,30.5,0,0,0,1,2.0,1,Survived,Male
451,36.0,27.75,0,1,2,2,2.0,0,Not Survived,Male
452,28.0,19.9667,0,1,0,3,2.0,0,Not Survived,Male
453,30.0,27.75,0,0,0,1,0.0,0,Not Survived,Male
454,49.0,89.1042,0,1,0,1,0.0,1,Survived,Male
455,28.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
456,29.0,7.8958,0,0,0,3,0.0,1,Survived,Male
457,65.0,26.55,0,0,0,1,2.0,0,Not Survived,Male
458,28.0,51.8625,1,1,0,1,2.0,1,Survived,Female
459,50.0,10.5,1,0,0,2,2.0,1,Survived,Female
460,28.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
461,48.0,26.55,0,0,0,1,2.0,1,Survived,Male
462,34.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
463,47.0,38.5,0,0,0,1,2.0,0,Not Survived,Male
464,48.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
465,28.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
466,38.0,7.05,0,0,0,3,2.0,0,Not Survived,Male
467,28.0,0.0,0,0,0,2,2.0,0,Not Survived,Male
468,56.0,26.55,0,0,0,1,2.0,0,Not Survived,Male
469,28.0,7.725,0,0,0,3,1.0,0,Not Survived,Male
470,0.75,19.2583,1,2,1,3,0.0,1,Survived,Female
471,28.0,7.25,0,0,0,3,2.0,0,Not Survived,Male
472,38.0,8.6625,0,0,0,3,2.0,0,Not Survived,Male
473,33.0,27.75,1,1,2,2,2.0,1,Survived,Female
474,23.0,13.7917,1,0,0,2,0.0,1,Survived,Female
475,22.0,9.8375,1,0,0,3,2.0,0,Not Survived,Female
476,28.0,52.0,0,0,0,1,2.0,0,Not Survived,Male
477,34.0,21.0,0,1,0,2,2.0,0,Not Survived,Male
478,29.0,7.0458,0,1,0,3,2.0,0,Not Survived,Male
479,22.0,7.5208,0,0,0,3,2.0,0,Not Survived,Male
480,2.0,12.2875,1,0,1,3,2.0,1,Survived,Female
481,9.0,46.9,0,5,2,3,2.0,0,Not Survived,Male
482,28.0,0.0,0,0,0,2,2.0,0,Not Survived,Male
483,50.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
484,63.0,9.5875,1,0,0,3,2.0,1,Survived,Female
485,25.0,91.0792,0,1,0,1,0.0,1,Survived,Male
486,28.0,25.4667,1,3,1,3,2.0,0,Not Survived,Female
487,35.0,90.0,1,1,0,1,2.0,1,Survived,Female
488,58.0,29.7,0,0,0,1,0.0,0,Not Survived,Male
489,30.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
490,9.0,15.9,0,1,1,3,2.0,1,Survived,Male
491,28.0,19.9667,0,1,0,3,2.0,0,Not Survived,Male
492,21.0,7.25,0,0,0,3,2.0,0,Not Survived,Male
493,55.0,30.5,0,0,0,1,2.0,0,Not Survived,Male
494,71.0,49.5042,0,0,0,1,0.0,0,Not Survived,Male
495,21.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
496,28.0,14.4583,0,0,0,3,0.0,0,Not Survived,Male
497,54.0,78.2667,1,1,0,1,0.0,1,Survived,Female
498,28.0,15.1,0,0,0,3,2.0,0,Not Survived,Male
499,25.0,151.55,1,1,2,1,2.0,0,Not Survived,Female
500,24.0,7.7958,0,0,0,3,2.0,0,Not Survived,Male
501,17.0,8.6625,0,0,0,3,2.0,0,Not Survived,Male
502,21.0,7.75,1,0,0,3,1.0,0,Not Survived,Female
503,28.0,7.6292,1,0,0,3,1.0,0,Not Survived,Female
504,37.0,9.5875,1,0,0,3,2.0,0,Not Survived,Female
505,16.0,86.5,1,0,0,1,2.0,1,Survived,Female
506,18.0,108.9,0,1,0,1,0.0,0,Not Survived,Male
507,33.0,26.0,1,0,2,2,2.0,1,Survived,Female
508,28.0,26.55,0,0,0,1,2.0,1,Survived,Male
509,28.0,22.525,0,0,0,3,2.0,0,Not Survived,Male
510,26.0,56.4958,0,0,0,3,2.0,1,Survived,Male
511,29.0,7.75,0,0,0,3,1.0,1,Survived,Male
512,28.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
513,36.0,26.2875,0,0,0,1,2.0,1,Survived,Male
514,54.0,59.4,1,1,0,1,0.0,1,Survived,Female
515,24.0,7.4958,0,0,0,3,2.0,0,Not Survived,Male
516,47.0,34.0208,0,0,0,1,2.0,0,Not Survived,Male
517,34.0,10.5,1,0,0,2,2.0,1,Survived,Female
518,28.0,24.15,0,0,0,3,1.0,0,Not Survived,Male
519,36.0,26.0,1,1,0,2,2.0,1,Survived,Female
520,32.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
521,30.0,93.5,1,0,0,1,2.0,1,Survived,Female
522,22.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
523,28.0,7.225,0,0,0,3,0.0,0,Not Survived,Male
524,44.0,57.9792,1,0,1,1,0.0,1,Survived,Female
525,28.0,7.2292,0,0,0,3,0.0,0,Not Survived,Male
526,40.5,7.75,0,0,0,3,1.0,0,Not Survived,Male
527,50.0,10.5,1,0,0,2,2.0,1,Survived,Female
528,28.0,221.7792,0,0,0,1,2.0,0,Not Survived,Male
529,39.0,7.925,0,0,0,3,2.0,0,Not Survived,Male
530,23.0,11.5,0,2,1,2,2.0,0,Not Survived,Male
531,2.0,26.0,1,1,1,2,2.0,1,Survived,Female
532,28.0,7.2292,0,0,0,3,0.0,0,Not Survived,Male
533,17.0,7.2292,0,1,1,3,0.0,0,Not Survived,Male
534,28.0,22.3583,1,0,2,3,0.0,1,Survived,Female
535,30.0,8.6625,1,0,0,3,2.0,0,Not Survived,Female
536,7.0,26.25,1,0,2,2,2.0,1,Survived,Female
537,45.0,26.55,0,0,0,1,2.0,0,Not Survived,Male
538,30.0,106.425,1,0,0,1,0.0,1,Survived,Female
539,28.0,14.5,0,0,0,3,2.0,0,Not Survived,Male
540,22.0,49.5,1,0,2,1,0.0,1,Survived,Female
541,36.0,71.0,1,0,2,1,2.0,1,Survived,Female
542,9.0,31.275,1,4,2,3,2.0,0,Not Survived,Female
543,11.0,31.275,1,4,2,3,2.0,0,Not Survived,Female
544,32.0,26.0,0,1,0,2,2.0,1,Survived,Male
545,50.0,106.425,0,1,0,1,0.0,0,Not Survived,Male
546,64.0,26.0,0,0,0,1,2.0,0,Not Survived,Male
547,19.0,26.0,1,1,0,2,2.0,1,Survived,Female
548,28.0,13.8625,0,0,0,2,0.0,1,Survived,Male
549,33.0,20.525,0,1,1,3,2.0,0,Not Survived,Male
550,8.0,36.75,0,1,1,2,2.0,1,Survived,Male
551,17.0,110.8833,0,0,2,1,0.0,1,Survived,Male
552,27.0,26.0,0,0,0,2,2.0,0,Not Survived,Male
553,28.0,7.8292,0,0,0,3,1.0,0,Not Survived,Male
554,22.0,7.225,0,0,0,3,0.0,1,Survived,Male
555,22.0,7.775,1,0,0,3,2.0,1,Survived,Female
556,62.0,26.55,0,0,0,1,2.0,0,Not Survived,Male
557,48.0,39.6,1,1,0,1,0.0,1,Survived,Female
558,28.0,227.525,0,0,0,1,0.0,0,Not Survived,Male
559,39.0,79.65,1,1,1,1,2.0,1,Survived,Female
560,36.0,17.4,1,1,0,3,2.0,1,Survived,Female
561,28.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
562,40.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
563,28.0,13.5,0,0,0,2,2.0,0,Not Survived,Male
564,28.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
565,28.0,8.05,1,0,0,3,2.0,0,Not Survived,Female
566,24.0,24.15,0,2,0,3,2.0,0,Not Survived,Male
567,19.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
568,29.0,21.075,1,0,4,3,2.0,0,Not Survived,Female
569,28.0,7.2292,0,0,0,3,0.0,0,Not Survived,Male
570,32.0,7.8542,0,0,0,3,2.0,1,Survived,Male
571,62.0,10.5,0,0,0,2,2.0,1,Survived,Male
572,53.0,51.4792,1,2,0,1,2.0,1,Survived,Female
573,36.0,26.3875,0,0,0,1,2.0,1,Survived,Male
574,28.0,7.75,1,0,0,3,1.0,1,Survived,Female
575,16.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
576,19.0,14.5,0,0,0,3,2.0,0,Not Survived,Male
577,34.0,13.0,1,0,0,2,2.0,1,Survived,Female
578,39.0,55.9,1,1,0,1,2.0,1,Survived,Female
579,28.0,14.4583,1,1,0,3,0.0,0,Not Survived,Female
580,32.0,7.925,0,0,0,3,2.0,1,Survived,Male
581,25.0,30.0,1,1,1,2,2.0,1,Survived,Female
582,39.0,110.8833,1,1,1,1,0.0,1,Survived,Female
583,54.0,26.0,0,0,0,2,2.0,0,Not Survived,Male
584,36.0,40.125,0,0,0,1,0.0,0,Not Survived,Male
585,28.0,8.7125,0,0,0,3,0.0,0,Not Survived,Male
586,18.0,79.65,1,0,2,1,2.0,1,Survived,Female
587,47.0,15.0,0,0,0,2,2.0,0,Not Survived,Male
588,60.0,79.2,0,1,1,1,0.0,1,Survived,Male
589,22.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
590,28.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
591,35.0,7.125,0,0,0,3,2.0,0,Not Survived,Male
592,52.0,78.2667,1,1,0,1,0.0,1,Survived,Female
593,47.0,7.25,0,0,0,3,2.0,0,Not Survived,Male
594,28.0,7.75,1,0,2,3,1.0,0,Not Survived,Female
595,37.0,26.0,0,1,0,2,2.0,0,Not Survived,Male
596,36.0,24.15,0,1,1,3,2.0,0,Not Survived,Male
597,28.0,33.0,1,0,0,2,2.0,1,Survived,Female
598,49.0,0.0,0,0,0,3,2.0,0,Not Survived,Male
599,28.0,7.225,0,0,0,3,0.0,0,Not Survived,Male
600,49.0,56.9292,0,1,0,1,0.0,1,Survived,Male
601,24.0,27.0,1,2,1,2,2.0,1,Survived,Female
602,28.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
603,28.0,42.4,0,0,0,1,2.0,0,Not Survived,Male
604,44.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
605,35.0,26.55,0,0,0,1,0.0,1,Survived,Male
606,36.0,15.55,0,1,0,3,2.0,0,Not Survived,Male
607,30.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
608,27.0,30.5,0,0,0,1,2.0,1,Survived,Male
609,22.0,41.5792,1,1,2,2,0.0,1,Survived,Female
610,40.0,153.4625,1,0,0,1,2.0,1,Survived,Female
611,39.0,31.275,1,1,5,3,2.0,0,Not Survived,Female
612,28.0,7.05,0,0,0,3,2.0,0,Not Survived,Male
613,28.0,15.5,1,1,0,3,1.0,1,Survived,Female
614,28.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
615,35.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
616,24.0,65.0,1,1,2,2,2.0,1,Survived,Female
617,34.0,14.4,0,1,1,3,2.0,0,Not Survived,Male
618,26.0,16.1,1,1,0,3,2.0,0,Not Survived,Female
619,4.0,39.0,1,2,1,2,2.0,1,Survived,Female
620,26.0,10.5,0,0,0,2,2.0,0,Not Survived,Male
621,27.0,14.4542,0,1,0,3,0.0,0,Not Survived,Male
622,42.0,52.5542,0,1,0,1,2.0,1,Survived,Male
623,20.0,15.7417,0,1,1,3,0.0,1,Survived,Male
624,21.0,7.8542,0,0,0,3,2.0,0,Not Survived,Male
625,21.0,16.1,0,0,0,3,2.0,0,Not Survived,Male
626,61.0,32.3208,0,0,0,1,2.0,0,Not Survived,Male
627,57.0,12.35,0,0,0,2,1.0,0,Not Survived,Male
628,21.0,77.9583,1,0,0,1,2.0,1,Survived,Female
629,26.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
630,28.0,7.7333,0,0,0,3,1.0,0,Not Survived,Male
631,80.0,30.0,0,0,0,1,2.0,1,Survived,Male
632,51.0,7.0542,0,0,0,3,2.0,0,Not Survived,Male
633,32.0,30.5,0,0,0,1,0.0,1,Survived,Male
634,28.0,0.0,0,0,0,1,2.0,0,Not Survived,Male
635,9.0,27.9,1,3,2,3,2.0,0,Not Survived,Female
636,28.0,13.0,1,0,0,2,2.0,1,Survived,Female
637,32.0,7.925,0,0,0,3,2.0,0,Not Survived,Male
638,31.0,26.25,0,1,1,2,2.0,0,Not Survived,Male
639,41.0,39.6875,1,0,5,3,2.0,0,Not Survived,Female
640,28.0,16.1,0,1,0,3,2.0,0,Not Survived,Male
641,20.0,7.8542,0,0,0,3,2.0,0,Not Survived,Male
642,24.0,69.3,1,0,0,1,0.0,1,Survived,Female
643,2.0,27.9,1,3,2,3,2.0,0,Not Survived,Female
644,28.0,56.4958,0,0,0,3,2.0,1,Survived,Male
645,0.75,19.2583,1,2,1,3,0.0,1,Survived,Female
646,48.0,76.7292,0,1,0,1,0.0,1,Survived,Male
647,19.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
648,56.0,35.5,0,0,0,1,0.0,1,Survived,Male
649,28.0,7.55,0,0,0,3,2.0,0,Not Survived,Male
650,23.0,7.55,1,0,0,3,2.0,1,Survived,Female
651,28.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
652,18.0,23.0,1,0,1,2,2.0,1,Survived,Female
653,21.0,8.4333,0,0,0,3,2.0,0,Not Survived,Male
654,28.0,7.8292,1,0,0,3,1.0,1,Survived,Female
655,18.0,6.75,1,0,0,3,1.0,0,Not Survived,Female
656,24.0,73.5,0,2,0,2,2.0,0,Not Survived,Male
657,28.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
658,32.0,15.5,1,1,1,3,1.0,0,Not Survived,Female
659,23.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
660,58.0,113.275,0,0,2,1,0.0,0,Not Survived,Male
661,50.0,133.65,0,2,0,1,2.0,1,Survived,Male
662,40.0,7.225,0,0,0,3,0.0,0,Not Survived,Male
663,47.0,25.5875,0,0,0,1,2.0,0,Not Survived,Male
664,36.0,7.4958,0,0,0,3,2.0,0,Not Survived,Male
665,20.0,7.925,0,1,0,3,2.0,1,Survived,Male
666,32.0,73.5,0,2,0,2,2.0,0,Not Survived,Male
667,25.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
668,28.0,7.775,0,0,0,3,2.0,0,Not Survived,Male
669,43.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
670,28.0,52.0,1,1,0,1,2.0,1,Survived,Female
671,40.0,39.0,1,1,1,2,2.0,1,Survived,Female
672,31.0,52.0,0,1,0,1,2.0,0,Not Survived,Male
673,70.0,10.5,0,0,0,2,2.0,0,Not Survived,Male
674,31.0,13.0,0,0,0,2,2.0,1,Survived,Male
675,28.0,0.0,0,0,0,2,2.0,0,Not Survived,Male
676,18.0,7.775,0,0,0,3,2.0,0,Not Survived,Male
677,24.5,8.05,0,0,0,3,2.0,0,Not Survived,Male
678,18.0,9.8417,1,0,0,3,2.0,1,Survived,Female
679,43.0,46.9,1,1,6,3,2.0,0,Not Survived,Female
680,36.0,512.3292,0,0,1,1,0.0,1,Survived,Male
681,28.0,8.1375,1,0,0,3,1.0,0,Not Survived,Female
682,27.0,76.7292,0,0,0,1,0.0,1,Survived,Male
683,20.0,9.225,0,0,0,3,2.0,0,Not Survived,Male
684,14.0,46.9,0,5,2,3,2.0,0,Not Survived,Male
685,60.0,39.0,0,1,1,2,2.0,0,Not Survived,Male
686,25.0,41.5792,0,1,2,2,0.0,0,Not Survived,Male
687,14.0,39.6875,0,4,1,3,2.0,0,Not Survived,Male
688,19.0,10.1708,0,0,0,3,2.0,0,Not Survived,Male
689,18.0,7.7958,0,0,0,3,2.0,0,Not Survived,Male
690,15.0,211.3375,1,0,1,1,2.0,1,Survived,Female
691,31.0,57.0,0,1,0,1,2.0,1,Survived,Male
692,4.0,13.4167,1,0,1,3,0.0,1,Survived,Female
693,28.0,56.4958,0,0,0,3,2.0,1,Survived,Male
694,25.0,7.225,0,0,0,3,0.0,0,Not Survived,Male
695,60.0,26.55,0,0,0,1,2.0,0,Not Survived,Male
696,52.0,13.5,0,0,0,2,2.0,0,Not Survived,Male
697,44.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
698,28.0,7.7333,1,0,0,3,1.0,1,Survived,Female
699,49.0,110.8833,0,1,1,1,0.0,0,Not Survived,Male
700,42.0,7.65,0,0,0,3,2.0,0,Not Survived,Male
701,18.0,227.525,1,1,0,1,0.0,1,Survived,Female
702,35.0,26.2875,0,0,0,1,2.0,1,Survived,Male
703,18.0,14.4542,1,0,1,3,0.0,0,Not Survived,Female
704,25.0,7.7417,0,0,0,3,1.0,0,Not Survived,Male
705,26.0,7.8542,0,1,0,3,2.0,0,Not Survived,Male
706,39.0,26.0,0,0,0,2,2.0,0,Not Survived,Male
707,45.0,13.5,1,0,0,2,2.0,1,Survived,Female
708,42.0,26.2875,0,0,0,1,2.0,1,Survived,Male
709,22.0,151.55,1,0,0,1,2.0,1,Survived,Female
710,28.0,15.2458,0,1,1,3,0.0,1,Survived,Male
711,24.0,49.5042,1,0,0,1,0.0,1,Survived,Female
712,28.0,26.55,0,0,0,1,2.0,0,Not Survived,Male
713,48.0,52.0,0,1,0,1,2.0,1,Survived,Male
714,29.0,9.4833,0,0,0,3,2.0,0,Not Survived,Male
715,52.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
716,19.0,7.65,0,0,0,3,2.0,0,Not Survived,Male
717,38.0,227.525,1,0,0,1,0.0,1,Survived,Female
718,27.0,10.5,1,0,0,2,2.0,1,Survived,Female
719,28.0,15.5,0,0,0,3,1.0,0,Not Survived,Male
720,33.0,7.775,0,0,0,3,2.0,0,Not Survived,Male
721,6.0,33.0,1,0,1,2,2.0,1,Survived,Female
722,17.0,7.0542,0,1,0,3,2.0,0,Not Survived,Male
723,34.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
724,50.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
725,27.0,53.1,0,1,0,1,2.0,1,Survived,Male
726,20.0,8.6625,0,0,0,3,2.0,0,Not Survived,Male
727,30.0,21.0,1,3,0,2,2.0,1,Survived,Female
728,28.0,7.7375,1,0,0,3,1.0,1,Survived,Female
729,25.0,26.0,0,1,0,2,2.0,0,Not Survived,Male
730,25.0,7.925,1,1,0,3,2.0,0,Not Survived,Female
731,29.0,211.3375,1,0,0,1,2.0,1,Survived,Female
732,11.0,18.7875,0,0,0,3,0.0,0,Not Survived,Male
733,28.0,0.0,0,0,0,2,2.0,0,Not Survived,Male
734,23.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
735,23.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
736,28.5,16.1,0,0,0,3,2.0,0,Not Survived,Male
737,48.0,34.375,1,1,3,3,2.0,0,Not Survived,Female
738,35.0,512.3292,0,0,0,1,0.0,1,Survived,Male
739,28.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
740,28.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
741,28.0,30.0,0,0,0,1,2.0,1,Survived,Male
742,36.0,78.85,0,1,0,1,2.0,0,Not Survived,Male
743,21.0,262.375,1,2,2,1,0.0,1,Survived,Female
744,24.0,16.1,0,1,0,3,2.0,0,Not Survived,Male
745,31.0,7.925,0,0,0,3,2.0,1,Survived,Male
746,70.0,71.0,0,1,1,1,2.0,0,Not Survived,Male
747,16.0,20.25,0,1,1,3,2.0,0,Not Survived,Male
748,30.0,13.0,1,0,0,2,2.0,1,Survived,Female
749,19.0,53.1,0,1,0,1,2.0,0,Not Survived,Male
750,31.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
751,4.0,23.0,1,1,1,2,2.0,1,Survived,Female
752,6.0,12.475,0,0,1,3,2.0,1,Survived,Male
753,33.0,9.5,0,0,0,3,2.0,0,Not Survived,Male
754,23.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
755,48.0,65.0,1,1,2,2,2.0,1,Survived,Female
756,0.67,14.5,0,1,1,2,2.0,1,Survived,Male
757,28.0,7.7958,0,0,0,3,2.0,0,Not Survived,Male
758,18.0,11.5,0,0,0,2,2.0,0,Not Survived,Male
759,34.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
760,33.0,86.5,1,0,0,1,2.0,1,Survived,Female
761,28.0,14.5,0,0,0,3,2.0,0,Not Survived,Male
762,41.0,7.125,0,0,0,3,2.0,0,Not Survived,Male
763,20.0,7.2292,0,0,0,3,0.0,1,Survived,Male
764,36.0,120.0,1,1,2,1,2.0,1,Survived,Female
765,16.0,7.775,0,0,0,3,2.0,0,Not Survived,Male
766,51.0,77.9583,1,1,0,1,2.0,1,Survived,Female
767,28.0,39.6,0,0,0,1,0.0,0,Not Survived,Male
768,30.5,7.75,1,0,0,3,1.0,0,Not Survived,Female
769,28.0,24.15,0,1,0,3,1.0,0,Not Survived,Male
770,32.0,8.3625,0,0,0,3,2.0,0,Not Survived,Male
771,24.0,9.5,0,0,0,3,2.0,0,Not Survived,Male
772,48.0,7.8542,0,0,0,3,2.0,0,Not Survived,Male
773,57.0,10.5,1,0,0,2,2.0,0,Not Survived,Female
774,28.0,7.225,0,0,0,3,0.0,0,Not Survived,Male
775,54.0,23.0,1,1,3,2,2.0,1,Survived,Female
776,18.0,7.75,0,0,0,3,2.0,0,Not Survived,Male
777,28.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
778,5.0,12.475,1,0,0,3,2.0,1,Survived,Female
779,28.0,7.7375,0,0,0,3,1.0,0,Not Survived,Male
780,43.0,211.3375,1,0,1,1,2.0,1,Survived,Female
781,13.0,7.2292,1,0,0,3,0.0,1,Survived,Female
782,17.0,57.0,1,1,0,1,2.0,1,Survived,Female
783,29.0,30.0,0,0,0,1,2.0,0,Not Survived,Male
784,28.0,23.45,0,1,2,3,2.0,0,Not Survived,Male
785,25.0,7.05,0,0,0,3,2.0,0,Not Survived,Male
786,25.0,7.25,0,0,0,3,2.0,0,Not Survived,Male
787,18.0,7.4958,1,0,0,3,2.0,1,Survived,Female
788,8.0,29.125,0,4,1,3,1.0,0,Not Survived,Male
789,1.0,20.575,0,1,2,3,2.0,1,Survived,Male
790,46.0,79.2,0,0,0,1,0.0,0,Not Survived,Male
791,28.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
792,16.0,26.0,0,0,0,2,2.0,0,Not Survived,Male
793,28.0,69.55,1,8,2,3,2.0,0,Not Survived,Female
794,28.0,30.6958,0,0,0,1,0.0,0,Not Survived,Male
795,25.0,7.8958,0,0,0,3,2.0,0,Not Survived,Male
796,39.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
797,49.0,25.9292,1,0,0,1,2.0,1,Survived,Female
798,31.0,8.6833,1,0,0,3,2.0,1,Survived,Female
799,30.0,7.2292,0,0,0,3,0.0,0,Not Survived,Male
800,30.0,24.15,1,1,1,3,2.0,0,Not Survived,Female
801,34.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
802,31.0,26.25,1,1,1,2,2.0,1,Survived,Female
803,11.0,120.0,0,1,2,1,2.0,1,Survived,Male
804,0.42,8.5167,0,0,1,3,0.0,1,Survived,Male
805,27.0,6.975,0,0,0,3,2.0,1,Survived,Male
806,31.0,7.775,0,0,0,3,2.0,0,Not Survived,Male
807,39.0,0.0,0,0,0,1,2.0,0,Not Survived,Male
808,18.0,7.775,1,0,0,3,2.0,0,Not Survived,Female
809,39.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
810,33.0,53.1,1,1,0,1,2.0,1,Survived,Female
811,26.0,7.8875,0,0,0,3,2.0,0,Not Survived,Male
812,39.0,24.15,0,0,0,3,2.0,0,Not Survived,Male
813,35.0,10.5,0,0,0,2,2.0,0,Not Survived,Male
814,6.0,31.275,1,4,2,3,2.0,0,Not Survived,Female
815,30.5,8.05,0,0,0,3,2.0,0,Not Survived,Male
816,28.0,0.0,0,0,0,1,2.0,0,Not Survived,Male
817,23.0,7.925,1,0,0,3,2.0,0,Not Survived,Female
818,31.0,37.0042,0,1,1,2,0.0,0,Not Survived,Male
819,43.0,6.45,0,0,0,3,2.0,0,Not Survived,Male
820,10.0,27.9,0,3,2,3,2.0,0,Not Survived,Male
821,52.0,93.5,1,1,1,1,2.0,1,Survived,Female
822,27.0,8.6625,0,0,0,3,2.0,1,Survived,Male
823,38.0,0.0,0,0,0,1,2.0,0,Not Survived,Male
824,27.0,12.475,1,0,1,3,2.0,1,Survived,Female
825,2.0,39.6875,0,4,1,3,2.0,0,Not Survived,Male
826,28.0,6.95,0,0,0,3,1.0,0,Not Survived,Male
827,28.0,56.4958,0,0,0,3,2.0,0,Not Survived,Male
828,1.0,37.0042,0,0,2,2,0.0,1,Survived,Male
829,28.0,7.75,0,0,0,3,1.0,1,Survived,Male
830,62.0,80.0,1,0,0,1,,1,Survived,Female
831,15.0,14.4542,1,1,0,3,0.0,1,Survived,Female
832,0.83,18.75,0,1,1,2,2.0,1,Survived,Male
833,28.0,7.2292,0,0,0,3,0.0,0,Not Survived,Male
834,23.0,7.8542,0,0,0,3,2.0,0,Not Survived,Male
835,18.0,8.3,0,0,0,3,2.0,0,Not Survived,Male
836,39.0,83.1583,1,1,1,1,0.0,1,Survived,Female
837,21.0,8.6625,0,0,0,3,2.0,0,Not Survived,Male
838,28.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
839,32.0,56.4958,0,0,0,3,2.0,1,Survived,Male
840,28.0,29.7,0,0,0,1,0.0,1,Survived,Male
841,20.0,7.925,0,0,0,3,2.0,0,Not Survived,Male
842,16.0,10.5,0,0,0,2,2.0,0,Not Survived,Male
843,30.0,31.0,1,0,0,1,0.0,1,Survived,Female
844,34.5,6.4375,0,0,0,3,0.0,0,Not Survived,Male
845,17.0,8.6625,0,0,0,3,2.0,0,Not Survived,Male
846,42.0,7.55,0,0,0,3,2.0,0,Not Survived,Male
847,28.0,69.55,0,8,2,3,2.0,0,Not Survived,Male
848,35.0,7.8958,0,0,0,3,0.0,0,Not Survived,Male
849,28.0,33.0,0,0,1,2,2.0,0,Not Survived,Male
850,28.0,89.1042,1,1,0,1,0.0,1,Survived,Female
851,4.0,31.275,0,4,2,3,2.0,0,Not Survived,Male
852,74.0,7.775,0,0,0,3,2.0,0,Not Survived,Male
853,9.0,15.2458,1,1,1,3,0.0,0,Not Survived,Female
854,16.0,39.4,1,0,1,1,2.0,1,Survived,Female
855,44.0,26.0,1,1,0,2,2.0,0,Not Survived,Female
